小区,户型,面积,价格,单价,朝向,位置,地铁
瑞金华庭嘉苑,4室2厅1厨2卫,92.84㎡,220,23697元/平米,南,余杭 星桥 ,
碧桂园珑悦,5室2厅1厨3卫,191.88㎡,1680,87555元/平米,毛坯,萧山 钱江世纪城 ,
碧桂园珑悦,5室3厅1厨4卫,192.82㎡,1780,92315元/平米,毛坯,萧山 钱江世纪城 ,
水印城,2室2厅1厨2卫,62.19㎡,375,60300元/平米,南,滨江 长河 ,
恒大帝景,4室1厅1厨2卫,87.59㎡,285,32538元/平米,南,萧山 南部卧城 ,
德信大江源著,3室2厅1厨1卫,87.18㎡,200,22942元/平米,南,钱塘新区 大江东 ,
安盛家园,3室2厅1厨2卫,107㎡,235,21963元/平米,南 北,余杭 临平 ,近1号线(临平-湘湖)临平站
黄龙金茂悦,3室1厅1厨2卫,88.96㎡,495,55643元/平米,南,拱墅 申花 ,
赞成香颂一期,3室2厅1厨1卫,85.99㎡,225,26166元/平米,南,余杭 临平 ,
风情街小区,1室0厅0厨0卫,21.23㎡,59,27791元/平米,南,萧山 湘湖 ,
元成东盛家园,2室1厅1厨1卫,58.23㎡,168,28852元/平米,南,钱塘新区 工业园北 ,
濮家新村,2室1厅1厨1卫,57.36㎡,200,34868元/平米,南,江干 闸弄口 ,近1号线(临平-湘湖)闸弄口站
潮闻天下,3室2厅1厨2卫,85.19㎡,158,18547元/平米,南,钱塘新区 大江东 ,
滨康小区,2室1厅1厨1卫,50.18㎡,198,39458元/平米,南,滨江 长河 ,
西城时代家园,3室1厅1厨1卫,89㎡,208,23371元/平米,南,余杭 未来科技城 ,
滨康小区,2室1厅1厨1卫,52㎡,245,47116元/平米,南,滨江 长河 ,
温兴风情苑,4室2厅1厨2卫,132.66㎡,380,28645元/平米,南,滨江 西兴 ,近1号线(临平-湘湖)滨康路站
周家里,3室2厅1厨2卫,76.32㎡,178,23323元/平米,南,余杭 良渚 ,
大家多立方,3室1厅1厨1卫,71.4㎡,225,31513元/平米,南,江干 九堡 ,
绿地旭辉城,3室2厅1厨1卫,89㎡,525,58989元/平米,南,滨江 奥体 ,
竹海水韵,2室2厅1厨1卫,87.56㎡,200,22842元/平米,南 北,余杭 闲林 ,
滨兴北苑小区,2室1厅1厨1卫,87.49㎡,300,34290元/平米,东,滨江 长河 ,
缤纷西苑,3室2厅1厨1卫,101.09㎡,360,35612元/平米,南,滨江 滨江区政府 ,
天地墅园,4室2厅1厨3卫,206㎡,450,21845元/平米,南 北,萧山 南部卧城 ,
北干二苑,2室1厅1厨1卫,64㎡,180,28125元/平米,南,萧山 萧山市区 ,近地铁2号线人民广场站
滨江金色江南,3室2厅1厨2卫,89㎡,480,53933元/平米,南,萧山 钱江世纪城 ,近地铁2号线飞虹路站
竹海水韵,3室2厅1厨1卫,88.35㎡,215,24336元/平米,南,余杭 闲林 ,
雅居乐国际花园,3室2厅1厨2卫,88.79㎡,198,22300元/平米,南,余杭 闲林 ,
之江花园,3室2厅1厨2卫,141.04㎡,530,37578元/平米,南,滨江 彩虹城 ,近地铁4号线联庄站
北大资源未名府,3室2厅1厨2卫,89㎡,390,43821元/平米,南,余杭 未来科技城 ,
庭院深深,2室1厅1厨1卫,91.23㎡,205,22471元/平米,南,余杭 闲林 ,
陆家桥新苑,3室2厅1厨2卫,122.74㎡,210,17110元/平米,南,余杭 崇贤 ,
恒大帝景,3室1厅1厨2卫,84.53㎡,260,30759元/平米,南,萧山 南部卧城 ,
岸上蓝山,2室1厅1厨1卫,88.36㎡,190,21503元/平米,南,余杭 闲林 ,
新元金沙家园,2室1厅1厨1卫,58㎡,189,32587元/平米,南,钱塘新区 金沙湖 ,近1号线(下沙江滨-湘湖)高沙路站
中梁百悦城,4室2厅1厨2卫,122.05㎡,220,18026元/平米,南,余杭 临平 ,
中兴花园,3室2厅1厨2卫,124㎡,480,38710元/平米,南,滨江 滨江区政府 ,
绿城慧园,3室1厅1厨1卫,88.98㎡,500,56193元/平米,南 北,拱墅 申花 ,
保利罗兰香谷,3室2厅1厨2卫,89.3㎡,225,25196元/平米,南,江干 丁桥 ,
雅居乐国际花园,4室2厅1厨2卫,127.21㎡,238,18710元/平米,南,余杭 闲林 ,
绿城桃源小镇,3室1厅1厨2卫,88㎡,213,24205元/平米,南 北,余杭 闲林 ,
铂金名筑,3室2厅1厨1卫,86.59㎡,380,43885元/平米,南,滨江 长河 ,
至高钱塘一品,2室1厅1厨1卫,89㎡,190,21349元/平米,南,钱塘新区 大江东 ,
新西湖小镇,3室1厅1厨2卫,129㎡,220,17055元/平米,南,余杭 闲林 ,
保利湾天地二期,2室2厅1厨1卫,47.41㎡,85,17929元/平米,南,钱塘新区 沿江南 ,
富力西溪悦居,4室2厅1厨2卫,136.62㎡,615,45016元/平米,南 北 东,余杭 未来科技城 ,
春江花月,3室1厅1厨2卫,152.36㎡,900,59071元/平米,南,上城 南星 ,近地铁4号线南星桥站
朝晖四区,2室1厅1厨1卫,65.48㎡,265,40471元/平米,南 北,下城 朝晖 ,近1号线(临平-湘湖)打铁关站
瑞城温莎郡,4室2厅1厨3卫,240㎡,630,26250元/平米,毛坯,余杭 闲林 ,
嘉南公寓瀑水居,2室2厅1厨1卫,81.1㎡,485,59803元/平米,南,西湖 文一西路 ,近地铁2号线文新站
万科逸天广场,3室2厅1厨2卫,157㎡,568,36179元/平米,南,滨江 浦沿 ,
竹海水韵,3室1厅1厨1卫,86.6㎡,218,25174元/平米,南 北,余杭 闲林 ,
万科未来城二期,3室2厅1厨1卫,83㎡,271,32651元/平米,南,余杭 良渚 ,
仙潭里,2室1厅1厨1卫,44.03㎡,128,29072元/平米,南,萧山 萧山市区 ,近地铁2号线人民路站
金隅学府,3室1厅1厨1卫,89.04㎡,680,76371元/平米,南 北,上城 南星 ,
竹海水韵,3室2厅1厨1卫,86.6㎡,220,25405元/平米,南,余杭 闲林 ,
潜阳府,2室2厅1厨2卫,75.03㎡,68,9064元/平米,南,临安 临安 ,
爵士风情花园,2室2厅1厨1卫,80.06㎡,193,24107元/平米,南 北,余杭 闲林 ,
长征桥路48弄,2室1厅1厨1卫,47.97㎡,152,31687元/平米,南 北,拱墅 和睦 ,
花园南村,2室2厅1厨1卫,51.91㎡,380,73204元/平米,南,西湖 文教 ,近地铁2号线学院路站
德意空港国际,3室2厅1厨2卫,118.02㎡,235,19912元/平米,南,萧山 大江东 ,
顺发美哉美城,3室2厅1厨2卫,82.72㎡,470,56819元/平米,南,萧山 钱江世纪城 ,近地铁2号线飞虹路站
南北乐章,2室2厅1厨1卫,83.38㎡,178,21349元/平米,南,余杭 瓶窑 ,
西溪蝶园一期,4室2厅1厨3卫,195㎡,850,43590元/平米,西南,西湖 西溪 ,
清河家园,3室1厅1厨1卫,61.43㎡,259,42162元/平米,南,上城 复兴 ,近地铁4号线水澄桥站
湖漫雅筑,4室2厅1厨2卫,136.25㎡,500,36698元/平米,南,滨江 白马湖 ,
新城龙湖湾上风华,3室2厅1厨2卫,89㎡,235,26405元/平米,西南,江干 丁桥 ,
万科杭宸,3室1厅1厨1卫,81.89㎡,315,38467元/平米,南,余杭 勾庄 ,
古荡新村东区,1室1厅1厨1卫,37.28㎡,175,46943元/平米,南 北,西湖 古荡 ,近地铁2号线古翠路站
新明半岛,2室2厅1厨1卫,86.4㎡,205,23727元/平米,南,余杭 闲林 ,
绿都四季华庭,3室2厅1厨2卫,85.62㎡,269.5,31477元/平米,南,萧山 南部卧城 ,
得力名望府,3室1厅1厨2卫,89㎡,240,26967元/平米,南 北,萧山 萧山开发区 ,
翡翠城三期,4室2厅1厨2卫,164.94㎡,600,36377元/平米,南,余杭 翡翠城 ,
庭院深深,3室2厅1厨1卫,86.54㎡,223,25769元/平米,南,余杭 闲林 ,
城中花园(临安),3室2厅1厨1卫,109㎡,150,13762元/平米,南,临安 临安 ,
美丽湾,3室2厅1厨2卫,100㎡,187,18700元/平米,南 北,临安 临安 ,
合景天峻,3室2厅1厨2卫,88.8㎡,365,41104元/平米,南 北,余杭 未来科技城 ,
万科缦云坊,3室2厅1厨1卫,87.8㎡,220,25057元/平米,南 北,余杭 良渚 ,
新明半岛,5室2厅1厨4卫,247.99㎡,515,20767元/平米,南 北,余杭 闲林 ,
莫衙营,2室1厅1厨1卫,58.26㎡,190,32613元/平米,南,下城 建国北路 ,
新城红郡,3室2厅1厨1卫,89.03㎡,210,23588元/平米,南,江干 丁桥 ,
绿城巧园,2室2厅1厨1卫,88.13㎡,390,44253元/平米,南,滨江 浦沿 ,近地铁4号线杨家墩站
中铁九逸,3室2厅1厨1卫,88㎡,180,20455元/平米,南,余杭 临平 ,
求是村,2室1厅1厨1卫,56.64㎡,430,75919元/平米,南,西湖 黄龙 ,
中兴和园,1室1厅1厨1卫,49.66㎡,158,31817元/平米,西北,滨江 彩虹城 ,
竹海水韵,3室1厅1厨1卫,108.99㎡,248,22755元/平米,南,余杭 闲林 ,
湖山新村,3室2厅1厨1卫,99㎡,131,13233元/平米,南,临安 临安 ,
景芳五区,2室1厅1厨1卫,54.87㎡,210,38273元/平米,南,江干 景芳 ,近地铁4号线景芳站
钱锦花园,3室2厅1厨1卫,93.07㎡,140.5,15097元/平米,南,临安 临安 ,
融创瑷颐湾,3室1厅1厨1卫,89.88㎡,310,34491元/平米,南,余杭 万达广场 ,
迎春北苑,2室1厅1厨1卫,80.28㎡,330,41107元/平米,南,滨江 滨江区政府 ,近1号线(临平-湘湖)滨和路站
新城红郡,3室2厅1厨1卫,89.03㎡,210,23588元/平米,南,江干 丁桥 ,
庭院深深,3室1厅1厨1卫,86.32㎡,196,22707元/平米,东南,余杭 闲林 ,
雅居乐国际花园,4室2厅1厨2卫,127㎡,239,18819元/平米,南,余杭 闲林 ,
意法轻纺城,2室1厅1厨1卫,44.36㎡,90,20289元/平米,东北,余杭 乔司 ,
翠苑三区,2室1厅1厨1卫,61.07㎡,245,40118元/平米,南,西湖 翠苑 ,近地铁2号线古翠路站
山南人家,2室1厅1厨1卫,68.04㎡,275,40418元/平米,南 北,上城 复兴 ,近地铁4号线复兴路站
聚金商厦,2室0厅1厨1卫,52㎡,93.5,17981元/平米,西,临安 临安 ,
北大街,1室1厅1厨1卫,34.12㎡,70,20516元/平米,东南,余杭 临平 ,
金地天逸,3室2厅1厨1卫,98.37㎡,406,41273元/平米,南,萧山 萧山市区 ,近1号线(临平-湘湖)滨康路站
府尚别墅,5室2厅1厨3卫,250㎡,1110,44400元/平米,精装,萧山 闻堰 ,
白云深处,5室2厅1厨3卫,246.37㎡,720,29225元/平米,毛坯,余杭 闲林 ,
复地连城国际,1室1厅1厨1卫,62.14㎡,138,22208元/平米,南 东南,余杭 乔司 ,近1号线(临平-湘湖)乔司站
竹海水韵,3室2厅1厨1卫,88.05㎡,218,24759元/平米,南,余杭 闲林 ,
保利东湾,4室2厅1厨2卫,191.93㎡,395,20581元/平米,南,钱塘新区 沿江南 ,
华元西溪欢乐城,2室1厅1厨1卫,44㎡,73,16591元/平米,西南,余杭 翡翠城 ,
方正荷塘月色,3室2厅1厨1卫,88.84㎡,335,37709元/平米,南,拱墅 万达广场 ,
亿丰蔚蓝郡,3室2厅1厨2卫,89.43㎡,250,27955元/平米,南,余杭 良渚 ,近地铁2号线杜甫村站
雍荣华庭,3室2厅1厨2卫,89㎡,395,44383元/平米,南,拱墅 申花 ,
商贸公寓,3室1厅1厨1卫,87.2㎡,119,13647元/平米,南,萧山 萧山开发区 ,
金基晓庐,3室2厅1厨2卫,133.87㎡,760,56772元/平米,南,江干 钱江新城 ,
临溪佳苑,3室2厅1厨1卫,117.4㎡,168,14311元/平米,南,临安 临安 ,
青枫墅园二期-鹭语阁排屋,4室2厅1厨3卫,178㎡,700,39326元/平米,毛坯,余杭 闲林 ,
瑞立中央花城,1室1厅1厨1卫,44㎡,300,68182元/平米,北,滨江 滨江区政府 ,近1号线(临平-湘湖)滨和路站
万科大家世纪之光,3室1厅1厨1卫,81㎡,375,46297元/平米,南 北,萧山 钱江世纪城 ,
朗郡庭园,1室1厅1厨1卫,53.26㎡,185,34736元/平米,南,西湖 转塘 ,
中国铁建青秀城,4室1厅1厨2卫,88.5㎡,398,44972元/平米,南,萧山 萧山新城区 ,
天鸿香榭里,3室2厅1厨1卫,89㎡,310,34832元/平米,南,拱墅 万达广场 ,
湾南德盛东苑,2室1厅1厨1卫,55.87㎡,165,29533元/平米,南,钱塘新区 工业园北 ,
高第府,3室2厅1厨2卫,137.64㎡,295,21433元/平米,南,萧山 萧山市区 ,近地铁2号线潘水站
瑞城温莎郡,3室2厅1厨1卫,83.5㎡,217,25989元/平米,南 北,余杭 闲林 ,
天阳尚景国际,3室2厅1厨2卫,89.56㎡,540,60295元/平米,南,拱墅 申花 ,
海联云客里,3室1厅1厨1卫,37.8㎡,65,17196元/平米,西北,余杭 临平 ,
复兴北苑,1室1厅1厨1卫,33.7㎡,145,43027元/平米,南 北,上城 复兴 ,近地铁4号线复兴路站
木材新村,2室1厅1厨1卫,61.04㎡,270,44234元/平米,东,上城 南星 ,近地铁4号线南星桥站
德信大家钱江府,3室2厅1厨2卫,88.69㎡,380,42846元/平米,南,江干 城东新城 ,
宋城路,2室2厅1厨1卫,55.5㎡,250,45046元/平米,南,上城 西湖景区 ,
清惠家园,2室2厅1厨1卫,66.35㎡,65,9797元/平米,南,余杭 未来科技城 ,
世纪都市雅苑,1室1厅1厨1卫,32㎡,52,16250元/平米,南,临安 临安 ,
白马湖小区凤凰苑,2室1厅1厨1卫,82.65㎡,262,31700元/平米,南,滨江 白马湖 ,
青山鹤岭,1室1厅1厨1卫,30.51㎡,48,15733元/平米,西,临安 临安 ,
融信澜天,3室2厅1厨2卫,88.11㎡,260,29509元/平米,南,余杭 良渚 ,近地铁2号线杜甫村站
融信澜天,2室2厅1厨2卫,72.81㎡,210,28843元/平米,南,余杭 良渚 ,近地铁2号线杜甫村站
庭院深深,2室1厅1厨1卫,84.91㎡,190,22377元/平米,南 北,余杭 闲林 ,
中国铁建青秀城,4室2厅1厨2卫,128.87㎡,430,33367元/平米,南 北,萧山 萧山新城区 ,
筑境花园,1室1厅1厨1卫,43㎡,70,16280元/平米,南,临安 临安 ,
德信晓宸,3室1厅1厨1卫,88.32㎡,400,45290元/平米,南,拱墅 万达广场 ,
南苑小区,2室1厅1厨1卫,52.99㎡,83,15664元/平米,南 北,临安 临安 ,
中赢时代风景,2室1厅1厨1卫,64㎡,120,18750元/平米,南,临安 临安 ,
万塘路300号,4室1厅1厨1卫,91.89㎡,410,44619元/平米,南,西湖 翠苑 ,近地铁2号线学院路站
都市港湾,1室1厅1厨1卫,40.31㎡,52,12901元/平米,东,余杭 临平 ,
三墩景溪北苑,2室1厅1厨1卫,61.46㎡,165,26847元/平米,南 北,西湖 良渚 ,
富力十号院,4室2厅1厨2卫,100.26㎡,402,40096元/平米,南,余杭 未来科技城 ,
中国铁建保利像素,3室2厅1厨1卫,78㎡,210,26924元/平米,南,钱塘新区 大学城北 ,
城中花园(临安),3室2厅1厨2卫,119㎡,155,13026元/平米,南,临安 临安 ,
中国铁建保利像素,3室2厅1厨2卫,89.32㎡,225,25191元/平米,南,钱塘新区 大学城北 ,
思敬里,1室1厅1厨1卫,26.1㎡,130,49809元/平米,南,下城 武林 ,
招商雍华府,4室2厅1厨2卫,116.32㎡,421,36194元/平米,南,江干 九堡 ,
凯旋新村,1室1厅1厨1卫,41.61㎡,215,51671元/平米,南,江干 采荷 ,近地铁2号线庆菱路站
合景天峻,3室2厅1厨2卫,90.81㎡,345,37992元/平米,南,余杭 未来科技城 ,
世茂江滨花园碧景湾,2室2厅1厨1卫,89.2㎡,228,25561元/平米,南,钱塘新区 沿江南 ,近1号线(下沙江滨-湘湖)下沙江滨站
翡翠城三期,2室2厅1厨1卫,88.74㎡,337,37977元/平米,南,余杭 翡翠城 ,
袁井巷,2室1厅1厨1卫,62.42㎡,270,43256元/平米,南,上城 鼓楼 ,
后珠辰秀嘉园,2室2厅1厨1卫,79.86㎡,179,22415元/平米,南,江干 丁桥 ,
六和源,4室2厅1厨4卫,231.72㎡,890,38409元/平米,南 北,上城 复兴 ,近地铁4号线水澄桥站
近江家园六园,2室1厅1厨1卫,70.12㎡,355,50628元/平米,南,上城 近江 ,近1号线(临平-湘湖)近江站
近江家园四园,2室1厅1厨1卫,71.33㎡,360,50470元/平米,东南,上城 近江 ,近1号线(临平-湘湖)近江站
皇城花苑,3室1厅1厨1卫,97.88㎡,486,49653元/平米,南,上城 鼓楼 ,
凤凰南苑,2室2厅1厨1卫,80.84㎡,390,48244元/平米,东南,上城 南星 ,近地铁4号线南星桥站
日信国际DOUBLE时代,1室1厅1厨1卫,39.18㎡,170,43390元/平米,东北,上城 近江 ,
盛世钱塘,3室3厅1厨2卫,152.58㎡,988,64753元/平米,南 北,江干 钱江新城 ,
文华苑,2室2厅1厨1卫,68.04㎡,380,55850元/平米,东 西,上城 近江 ,近1号线(临平-湘湖)近江站
贺田尚城,3室2厅1厨2卫,136.45㎡,550,40308元/平米,南,滨江 浦沿 ,
水岸帝景,4室2厅1厨3卫,206.15㎡,1180,57240元/平米,东南,江干 钱江新城 ,
中海御道,3室2厅1厨3卫,188㎡,1050,55852元/平米,南 北,江干 钱江新城 ,
近江家园二园,2室2厅1厨1卫,64.42㎡,335,52003元/平米,南 北,上城 近江 ,近1号线(临平-湘湖)近江站
采荷人家,3室2厅2厨2卫,136.01㎡,680,49997元/平米,南 北,江干 采荷 ,近地铁2号线庆春广场站
采荷人家,4室2厅1厨2卫,152.64㎡,800,52411元/平米,南 北,江干 采荷 ,近地铁2号线庆春广场站
四牌楼,2室1厅1厨1卫,61.81㎡,300,48536元/平米,南,上城 鼓楼 ,
近江家园七园,2室1厅1厨1卫,75.32㎡,384,50983元/平米,南,上城 近江 ,近1号线(临平-湘湖)近江站
景江城市花园,1室1厅1厨1卫,38.33㎡,110,28699元/平米,东 东南,上城 近江 ,近1号线(临平-湘湖)近江站
静怡花苑,2室2厅1厨1卫,84.67㎡,390,46062元/平米,东南 南,江干 四季青 ,近1号线(临平-湘湖)婺江路站
富力天贸广场,1室1厅1厨1卫,51㎡,120,23530元/平米,南,余杭 未来科技城 ,
凯德视界,2室2厅1厨1卫,88.07㎡,445,50528元/平米,南 西南,拱墅 桥西 ,
嘉绿名苑,3室1厅1厨2卫,114.28㎡,539,47165元/平米,东 南,西湖 嘉绿 ,近地铁2号线古翠路站
复地连城国际,3室2厅1厨1卫,88.55㎡,218,24619元/平米,南,余杭 乔司 ,
宋都阳光国际,2室2厅1厨1卫,86.97㎡,275,31621元/平米,南,江干 九堡 ,
金隅观澜时代朗轩,3室1厅1厨1卫,87.48㎡,240,27435元/平米,南,钱塘新区 沿江南 ,
保利东湾,3室1厅1厨2卫,94.06㎡,242,25729元/平米,南 北,钱塘新区 沿江南 ,
嘉泰馨庭,1室2厅1厨2卫,37.03㎡,190,51310元/平米,北,拱墅 桥西 ,
北景园水镜苑,3室1厅1厨1卫,96.17㎡,278,28908元/平米,南,下城 石桥 ,
梅堰小区,3室1厅1厨1卫,75.3㎡,160,21249元/平米,南,余杭 临平 ,
亲亲家园一期,3室2厅1厨2卫,117㎡,348,29744元/平米,南 北,余杭 三墩 ,近地铁2号线墩祥街站
半道红小区,2室1厅1厨1卫,59.37㎡,225,37898元/平米,东 西,拱墅 湖墅 ,近地铁2号线沈塘桥站
城市心境,2室2厅1厨2卫,99.8㎡,410,41083元/平米,南,西湖 文三西路 ,
星洲花园格兰馨芦,3室2厅1厨2卫,123.16㎡,630,51153元/平米,南,西湖 文一西路 ,近地铁2号线文新站
顺发吉祥半岛,3室2厅1厨2卫,88.56㎡,465,52507元/平米,南,拱墅 桥西 ,
寰宇天下,5室2厅1厨5卫,258㎡,1220,47287元/平米,南,滨江 滨江区政府 ,
世茂江滨花园峻景湾,2室2厅1厨1卫,88.08㎡,229,26000元/平米,南,钱塘新区 沿江南 ,
马塍路35号,3室1厅1厨1卫,67.2㎡,530,78870元/平米,南 北,西湖 学军 ,近地铁2号线沈塘桥站
伊萨卡国际城浩泽园,4室2厅1厨2卫,138.18㎡,350,25330元/平米,南,钱塘新区 沿江北 ,近1号线(下沙江滨-湘湖)下沙江滨站
滨江凯旋门,2室1厅1厨1卫,85.89㎡,660,76843元/平米,南 北,江干 采荷 ,近地铁2号线庆菱路站
三宝新村,2室1厅1厨1卫,43.51㎡,153,35165元/平米,南,拱墅 信义坊 ,
艮园社区,2室1厅1厨1卫,44.66㎡,183,40977元/平米,西 北,下城 建国北路 ,近地铁2号线建国北路站
萧然南路77号,2室2厅1厨1卫,66.98㎡,168,25083元/平米,南,萧山 萧山市区 ,近地铁2号线人民路站
万家星城,3室2厅1厨2卫,139.75㎡,630,45081元/平米,南,下城 三塘 ,
建国南苑,2室1厅1厨1卫,81.15㎡,330,40666元/平米,南,上城 鼓楼 ,近1号线(临平-湘湖)城站站
宋都阳光国际,2室2厅1厨1卫,85㎡,300,35295元/平米,南,江干 九堡 ,
明华明辉花园,3室2厅1厨2卫,159.26㎡,335,21035元/平米,南,萧山 萧山开发区 ,
岸上蓝山,4室2厅1厨3卫,109.87㎡,260,23665元/平米,南,余杭 闲林 ,
景江城市花园,4室2厅1厨2卫,182㎡,850,46704元/平米,东南,上城 近江 ,近1号线(临平-湘湖)近江站
世茂之西湖,1室1厅1厨1卫,48.99㎡,200,40825元/平米,南,滨江 彩虹城 ,近地铁4号线联庄站
倾城之恋,4室2厅1厨3卫,253.69㎡,1188,46829元/平米,南,滨江 滨江区政府 ,
锦昌文华苑,5室2厅1厨3卫,193.1㎡,930,48162元/平米,南 北,拱墅 拱宸桥 ,
南都花园一区,2室2厅1厨1卫,76.21㎡,355,46582元/平米,南 北,西湖 文一西路 ,近地铁2号线文新站
溪畔花园,4室2厅1厨1卫,115.14㎡,550,47768元/平米,南,西湖 文教 ,
耀达仁和印象,3室2厅1厨1卫,107.85㎡,180,16690元/平米,南,余杭 仁和 ,
清水公寓,4室2厅1厨2卫,225.41㎡,1350,59891元/平米,南 西 北,拱墅 德胜 ,
红苹果家园,3室2厅1厨2卫,118.28㎡,335,28323元/平米,南 西,江干 九堡 ,
保利东湾,3室2厅1厨2卫,90.81㎡,260,28632元/平米,东南,钱塘新区 沿江南 ,
康乐新村,3室2厅1厨1卫,88.38㎡,315,35642元/平米,南 北,西湖 文三西路 ,
中国铁建国际汇,3室1厅1厨1卫,87.77㎡,390,44435元/平米,南,拱墅 拱宸桥 ,
东方俊园,5室2厅1厨2卫,175.88㎡,340,19332元/平米,南,余杭 临平 ,
三里家园一区,3室2厅1厨2卫,118.39㎡,378,31929元/平米,南,下城 三里亭 ,
保利东湾,5室2厅1厨2卫,116.17㎡,320,27546元/平米,东南,钱塘新区 沿江南 ,
九曲营小区,3室1厅1厨1卫,78㎡,152,19488元/平米,南,余杭 临平 ,
金都雅苑,3室2厅1厨1卫,97.51㎡,290,29741元/平米,南,余杭 翡翠城 ,
德信早城,4室2厅1厨2卫,125.6㎡,500,39809元/平米,南,钱塘新区 金沙湖 ,近1号线(下沙江滨-湘湖)金沙湖站
联合格里,3室2厅1厨1卫,87.75㎡,275,31340元/平米,南,江干 丁桥 ,
坤和和家园,4室2厅1厨2卫,178.3㎡,695,38980元/平米,南,西湖 西溪 ,
临平桂花城南区,3室2厅1厨2卫,120㎡,324,27000元/平米,南 北,余杭 临平 ,
外东山弄,4室2厅1厨1卫,105㎡,735,70000元/平米,南,西湖 黄龙 ,
蓝色霞湾,3室2厅1厨2卫,125㎡,615,49200元/平米,东 南 北,拱墅 德胜 ,
山水人家美林泉,4室2厅1厨2卫,168.41㎡,760,45128元/平米,南,西湖 文三西路 ,
保利江语海,3室2厅1厨1卫,87㎡,310,35633元/平米,南 北,钱塘新区 高教园区东 ,近1号线(下沙江滨-湘湖)云水站
天阳观筑,3室1厅1厨1卫,88.95㎡,265,29793元/平米,南,江干 丁桥 ,
金基晓庐,3室2厅1厨2卫,131.65㎡,810,61527元/平米,南 北,江干 钱江新城 ,近地铁4号线江锦路站
龙湖滟澜山丽轩一期,2室1厅1厨1卫,76.22㎡,300,39360元/平米,东南,钱塘新区 金沙湖 ,近1号线(下沙江滨-湘湖)金沙湖站
蚕花园永安坊,2室1厅1厨1卫,61.14㎡,215,35166元/平米,南,拱墅 拱宸桥 ,
中海定山府,3室1厅1厨1卫,88.83㎡,295,33210元/平米,南,西湖 转塘 ,
亲亲家园一期,3室2厅1厨2卫,117.13㎡,350,29882元/平米,南,余杭 三墩 ,近地铁2号线墩祥街站
万科大都会79号,4室2厅1厨2卫,167.5㎡,1300,77612元/平米,南,江干 钱江新城 ,
临江花园,3室2厅1厨2卫,101.27㎡,425,41968元/平米,南,滨江 彩虹城 ,近地铁4号线联庄站
大关西三苑,2室1厅1厨1卫,62.32㎡,220,35302元/平米,南,拱墅 大关 ,
联合格里,3室1厅1厨1卫,88.03㎡,256,29081元/平米,东南 南,江干 丁桥 ,
世茂江滨花园峻景湾,4室2厅1厨2卫,134.55㎡,370,27500元/平米,南,钱塘新区 沿江南 ,
天运花园,3室2厅1厨2卫,141.23㎡,590,41776元/平米,南,江干 闸弄口 ,近地铁4号线新风站
学苑春晓,3室2厅1厨2卫,128.24㎡,578,45072元/平米,南,西湖 翠苑 ,
新华坊社区,3室1厅1厨1卫,89.46㎡,398,44490元/平米,南,下城 丝绸城 ,近地铁2号线建国北路站
松木场河东,2室2厅1厨1卫,56.33㎡,345,61247元/平米,南,西湖 黄龙 ,近地铁2号线武林门站
香榭里花园,3室2厅1厨2卫,157.01㎡,420,26750元/平米,南,钱塘新区 高教园区西 ,近1号线(下沙江滨-湘湖)文泽路站
国信嘉园,4室2厅1厨2卫,148.13㎡,640,43206元/平米,东南 南 北,滨江 彩虹城 ,近地铁4号线联庄站
金狮苑,3室1厅1厨1卫,68.08㎡,315,46270元/平米,南,上城 鼓楼 ,近1号线(临平-湘湖)城站站
三里新城兰苑,3室2厅1厨1卫,104.55㎡,430,41129元/平米,南,江干 三里亭 ,近1号线(临平-湘湖)闸弄口站
缸儿巷,2室1厅1厨1卫,57.98㎡,255,43981元/平米,南 北 东,上城 湖滨 ,近1号线(临平-湘湖)定安路站
联合世纪新筑,2室2厅1厨1卫,87.26㎡,420,48133元/平米,南,拱墅 和睦 ,
浅水湾城市花园,3室1厅1厨2卫,134.23㎡,680,50660元/平米,南 西 北,拱墅 湖墅 ,近地铁2号线沈塘桥站
近江家园四园,4室2厅1厨2卫,110.62㎡,610,55144元/平米,南,上城 近江 ,近1号线(临平-湘湖)近江站
清水公寓,4室3厅1厨5卫,322.63㎡,1600,49593元/平米,南 北,拱墅 德胜 ,
圆梦园,4室2厅1厨3卫,166.47㎡,490,29435元/平米,南 西 北,江干 九堡 ,
桃园新村,3室1厅1厨1卫,72.2㎡,450,62327元/平米,南,西湖 黄龙 ,
艮园社区,3室1厅1厨1卫,68.6㎡,300,43732元/平米,南 北,下城 建国北路 ,近地铁2号线建国北路站
亲亲家园三期,3室2厅1厨2卫,134.44㎡,390,29010元/平米,南 西 北,余杭 三墩 ,近地铁2号线墩祥街站
南岸晶都花园,3室2厅1厨2卫,132.47㎡,488,36839元/平米,南,滨江 长河 ,
绿洲之馨公寓,3室2厅1厨1卫,124.58㎡,538,43186元/平米,南,下城 流水苑 ,近1号线(临平-湘湖)西湖文化广场站
奥兰多小镇,4室2厅1厨2卫,137.8㎡,380,27577元/平米,南,萧山 湘湖 ,近1号线(临平-湘湖)湘湖站
国都公寓,3室2厅1厨2卫,130㎡,750,57693元/平米,南 北,下城 众安桥 ,
彩虹城,3室1厅1厨2卫,129.47㎡,520,40164元/平米,南,滨江 彩虹城 ,近地铁4号线联庄站
